-417.8655000000002, -1.493336917341935, -0.1576910017341935, 1483639889837, 267.8565, 685.7220000000002, 0.8423089982658065
-402.7016994797426, 0.05661165781027385, -0.0023928682085674674, 1483639890306, 535.7129999999999, 938.4146994797425, 0.8399161300572391
-400.25869657783016, 0.009120566056498355, -0.007093117325906768, 1483639890808, 803.5694999999997, 1203.8281965778299, 0.8328230127313323
-409.73225981736505, -0.035368054310927245, -0.011731450627440026, 1483639891282, 1071.4259999999997, 1481.1582598173648, 0.8210915621038922
-401.3406934421937, 0.03132858965592154, -0.00489395490325172, 1483639891850, 1339.2824999999998, 1740.6231934421935, 0.8161976072006405
-407.7265894616089, -0.02384073569024911, -0.01053860535825709, 1483639893033, 1607.1390000000001, 2014.865589461609, 0.8056590018423834
-409.7658550788069, -0.007613276576069639, -0.008956644759183103, 1483639893530, 1874.9955, 2284.761355078807, 0.7967023570832003
-407.21123998751364, 0.009537252563567689, -0.007190499543393504, 1483639893913, 2142.8520000000003, 2550.063239987514, 0.7895118575398068
-403.05170040581015, 0.015528985041257088, -0.006508135503990495, 1483639894348, 2410.7085, 2813.7602004058103, 0.7830037220358163
-408.4634993963123, -0.02020409805437659, -0.010189679793363906, 1483639894798, 2678.5649999999996, 3087.028499396312, 0.7728140422424523
-412.63754226565516, -0.015583130778393949, -0.009811063923152499, 1483639895202, 2946.4215, 3359.059042265655, 0.7630029783192999
-411.83208467740997, 0.0030070488796993555, -0.007935936805578263, 1483639896251, 3214.2779999999993, 3626.1100846774093, 0.7550670415137216
-408.249049207212, 0.013376697859480594, -0.006827311198196181, 1483639896720, 3482.134499999999, 3890.383549207211, 0.7482397303155255
-401.52821508733086, 0.025091174266374534, -0.005521446875109164, 1483639897154, 3749.990999999999, 4151.51921508733, 0.7427182834404163
-404.76388854308334, -0.012079876559846348, -0.009303265426846303, 1483639898040, 4017.847499999999, 4422.611388543082, 0.73341501801357
-406.8041151720736, -0.007616864362038035, -0.008897768739645276, 1483639898507, 4285.703999999999, 4692.508115172072, 0.7245172492739247
-404.84544565559645, 0.0073123837445689425, -0.007365670538655035, 1483639898958, 4553.560499999999, 4958.405945655595, 0.7171515787352697
-401.6178782089146, 0.012049614053352718, -0.0068273961588430215, 1483639899391, 4821.416999999999, 5223.034878208913, 0.7103241825764267
